Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,,,,,,,,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
traditional-shine-bath-treatment,,,,,,,,13,#VALUE!,21,21,Traditional,Bath_Treatment,Shine,250g,,,,,Traditional - Shine - Bath Treatment - 250g,250,,0,deny,manual,12,,true,true,,,,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1773/1117/files/WWMS_-_Bath_Treatment_-_250g_-_Traditional_-_Shine_-_Front.png,g,,,active
traditional-shine-bath-treatment,,,,,,,,13,#VALUE!,21,21,Traditional,Bath_Treatment,Shine,1kg,,,,,Traditional - Shine - Bath Treatment - 1kg,1000,,0,deny,manual,30,,true,true,,,,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1773/1117/files/WWMS_-_Bath_Treatment_-_1kg_-_Traditional_-_Shine_-_Front.png,g,,,active
traditional-sage-bath-treatment,Traditional - Sage - Bath Treatment,,Wild Woman Medicine Show,product,"Line: Traditional, Type: Bath Treatment, Scent: Sage",true,Size,13,#VALUE!,20,20,Traditional,Bath_Treatment,Sage,100g,,,,,Traditional - Sage - Bath Treatment - 100g,100,,0,deny,manual,6,,true,true,,https://cdn.shopify.com/s/files/1/1773/1117/files/WWMS_-_Bath_Treatment_-_100g_-_Traditional_-_Sage_-_Front.png,1,Traditional - Sage - Bath Treatment,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1773/1117/files/WWMS_-_Bath_Treatment_-_100g_-_Traditional_-_Sage_-_Front.png,g,,,active
traditional-sage-bath-treatment,,,,,,,,13,#VALUE!,20,20,Traditional,Bath_Treatment,Sage,250g,,,,,Traditional - Sage - Bath Treatment - 250g,250,,0,deny,manual,12,,true,true,,,,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1773/1117/files/WWMS_-_Bath_Treatment_-_250g_-_Traditional_-_Sage_-_Front.png,g,,,active
traditional-sage-bath-treatment,,,,,,,,13,#VALUE!,20,20,Traditional,Bath_Treatment,Sage,1kg,,,,,Traditional - Sage - Bath Treatment - 1kg,1000,,0,deny,manual,30,,true,true,,,,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1773/1117/files/WWMS_-_Bath_Treatment_-_1kg_-_Traditional_-_Sage_-_Front.png,g,,,active
traditional-mint-bath-treatment,Traditional - Mint - Bath Treatment,,Wild Woman Medicine Show,product,"Line: Traditional, Type: Bath Treatment, Scent: Mint",true,Size,13,#VALUE!,20,20,Traditional,Bath_Treatment,Mint,100g,,,,,Traditional - Mint - Bath Treatment - 100g,100,,0,deny,manual,6,,true,true,,https://cdn.shopify.com/s/files/1/1773/1117/files/WWMS_-_Bath_Treatment_-_100g_-_Traditional_-_Mint_-_Front.png,1,Traditional - Mint - Bath Treatment,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1773/1117/files/WWMS_-_Bath_Treatment_-_100g_-_Traditional_-_Mint_-_Front.png,g,,,active
traditional-mint-bath-treatment,,,,,,,,13,#VALUE!,20,20,Traditional,Bath_Treatment,Mint,250g,,,,,Traditional - Mint - Bath Treatment - 250g,250,,0,deny,manual,12,,true,true,,,,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1773/1117/files/WWMS_-_Bath_Treatment_-_250g_-_Traditional_-_Mint_-_Front.png,g,,,active
traditional-mint-bath-treatment,,,,,,,,13,#VALUE!,20,20,Traditional,Bath_Treatment,Mint,1kg,,,,,Traditional - Mint - Bath Treatment - 1kg,1000,,0,deny,manual,30,,true,true,,,,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1773/1117/files/WWMS_-_Bath_Treatment_-_1kg_-_Traditional_-_Mint_-_Front.png,g,,,active
traditional-melissa-bath-treatment,Traditional - Melissa - Bath Treatment,,Wild Woman Medicine Show,product,"Line: Traditional, Type: Bath Treatment, Scent: Melissa",true,Size,13,#VALUE!,23,23,Traditional,Bath_Treatment,Melissa,100g,,,,,Traditional - Melissa - Bath Treatment - 100g,100,,0,deny,manual,6,,true,true,,https://cdn.shopify.com/s/files/1/1773/1117/files/WWMS_-_Bath_Treatment_-_100g_-_Traditional_-_Melissa_-_Front.png,1,Traditional - Melissa - Bath Treatment,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1773/1117/files/WWMS_-_Bath_Treatment_-_100g_-_Traditional_-_Melissa_-_Front.png,g,,,active
traditional-melissa-bath-treatment,,,,,,,,13,#VALUE!,23,23,Traditional,Bath_Treatment,Melissa,250g,,,,,Traditional - Melissa - Bath Treatment - 250g,250,,0,deny,manual,12,,true,true,,,,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1773/1117/files/WWMS_-_Bath_Treatment_-_250g_-_Traditional_-_Melissa_-_Front.png,g,,,active
traditional-melissa-bath-treatment,,,,,,,,13,#VALUE!,23,23,Traditional,Bath_Treatment,Melissa,1kg,,,,,Traditional - Melissa - Bath Treatment - 1kg,1000,,0,deny,manual,30,,true,true,,,,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1773/1117/files/WWMS_-_Bath_Treatment_-_1kg_-_Traditional_-_Melissa_-_Front.png,g,,,active
traditional-master-zing-bath-treatment,Traditional - Master Zing - Bath Treatment,,Wild Woman Medicine Show,product,"Line: Traditional, Type: Bath Treatment, Scent: Master Zing",true,Size,13,#VALUE!,27,27,Traditional,Bath_Treatment,Master_Zing,100g,,,,,Traditional - Master Zing - Bath Treatment - 100g,100,,0,deny,manual,6,,true,true,,https://cdn.shopify.com/s/files/1/1773/1117/files/WWMS_-_Bath_Treatment_-_100g_-_Traditional_-_Master_Zing_-_Front.png,1,Traditional - Master Zing - Bath Treatment,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1773/1117/files/WWMS_-_Bath_Treatment_-_100g_-_Traditional_-_Master_Zing_-_Front.png,g,,,active
traditional-master-zing-bath-treatment,,,,,,,,13,#VALUE!,27,27,Traditional,Bath_Treatment,Master_Zing,250g,,,,,Traditional - Master Zing - Bath Treatment - 250g,250,,0,deny,manual,12,,true,true,,,,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1773/1117/files/WWMS_-_Bath_Treatment_-_250g_-_Traditional_-_Master_Zing_-_Front.png,g,,,active
traditional-master-zing-bath-treatment,,,,,,,,13,#VALUE!,27,27,Traditional,Bath_Treatment,Master_Zing,1kg,,,,,Traditional - Master Zing - Bath Treatment - 1kg,1000,,0,deny,manual,30,,true,true,,,,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1773/1117/files/WWMS_-_Bath_Treatment_-_1kg_-_Traditional_-_Master_Zing_-_Front.png,g,,,active
traditional-love-letters-bath-treatment,Traditional - Love Letters - Bath Treatment,,Wild Woman Medicine Show,product,"Line: Traditional, Type: Bath Treatment, Scent: Love Letters",true,Size,13,#VALUE!,28,28,Traditional,Bath_Treatment,Love_Letters,100g,,,,,Traditional - Love Letters - Bath Treatment - 100g,100,,0,deny,manual,6,,true,true,,https://cdn.shopify.com/s/files/1/1773/1117/files/WWMS_-_Bath_Treatment_-_100g_-_Traditional_-_Love_Letters_-_Front.png,1,Traditional - Love Letters - Bath Treatment,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1773/1117/files/WWMS_-_Bath_Treatment_-_100g_-_Traditional_-_Love_Letters_-_Front.png,g,,,active
traditional-love-letters-bath-treatment,,,,,,,,13,#VALUE!,28,28,Traditional,Bath_Treatment,Love_Letters,250g,,,,,Traditional - Love Letters - Bath Treatment - 250g,250,,0,deny,manual,12,,true,true,,,,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1773/1117/files/WWMS_-_Bath_Treatment_-_250g_-_Traditional_-_Love_Letters_-_Front.png,g,,,active
traditional-love-letters-bath-treatment,,,,,,,,13,#VALUE!,28,28,Traditional,Bath_Treatment,Love_Letters,1kg,,,,,Traditional - Love Letters - Bath Treatment - 1kg,1000,,0,deny,manual,30,,true,true,,,,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1773/1117/files/WWMS_-_Bath_Treatment_-_1kg_-_Traditional_-_Love_Letters_-_Front.png,g,,,active
traditional-lavender-bath-treatment,Traditional - Lavender - Bath Treatment,,Wild Woman Medicine Show,product,"Line: Traditional, Type: Bath Treatment, Scent: Lavender",true,Size,13,#VALUE!,24,24,Traditional,Bath_Treatment,Lavender,100g,,,,,Traditional - Lavender - Bath Treatment - 100g,100,,0,deny,manual,6,,true,true,,https://cdn.shopify.com/s/files/1/1773/1117/files/WWMS_-_Bath_Treatment_-_100g_-_Traditional_-_Lavender_-_Front.png,1,Traditional - Lavender - Bath Treatment,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1773/1117/files/WWMS_-_Bath_Treatment_-_100g_-_Traditional_-_Lavender_-_Front.png,g,,,active
traditional-lavender-bath-treatment,,,,,,,,13,#VALUE!,24,24,Traditional,Bath_Treatment,Lavender,250g,,,,,Traditional - Lavender - Bath Treatment - 250g,250,,0,deny,manual,12,,true,true,,,,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1773/1117/files/WWMS_-_Bath_Treatment_-_250g_-_Traditional_-_Lavender_-_Front.png,g,,,active
traditional-lavender-bath-treatment,,,,,,,,13,#VALUE!,24,24,Traditional,Bath_Treatment,Lavender,1kg,,,,,Traditional - Lavender - Bath Treatment - 1kg,1000,,0,deny,manual,30,,true,true,,,,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1773/1117/files/WWMS_-_Bath_Treatment_-_1kg_-_Traditional_-_Lavender_-_Front.png,g,,,active
traditional-earth-bath-treatment,Traditional - Earth - Bath Treatment,,Wild Woman Medicine Show,product,"Line: Traditional, Type: Bath Treatment, Scent: Earth",true,Size,13,#VALUE!,21,21,Traditional,Bath_Treatment,Earth,100g,,,,,Traditional - Earth - Bath Treatment - 100g,100,,0,deny,manual,6,,true,true,,https://cdn.shopify.com/s/files/1/1773/1117/files/WWMS_-_Bath_Treatment_-_100g_-_Traditional_-_Earth_-_Front.png,1,Traditional - Earth - Bath Treatment,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1773/1117/files/WWMS_-_Bath_Treatment_-_100g_-_Traditional_-_Earth_-_Front.png,g,,,active
traditional-earth-bath-treatment,,,,,,,,13,#VALUE!,21,21,Traditional,Bath_Treatment,Earth,250g,,,,,Traditional - Earth - Bath Treatment - 250g,250,,0,deny,manual,12,,true,true,,,,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1773/1117/files/WWMS_-_Bath_Treatment_-_250g_-_Traditional_-_Earth_-_Front.png,g,,,active
traditional-earth-bath-treatment,,,,,,,,13,#VALUE!,21,21,Traditional,Bath_Treatment,Earth,1kg,,,,,Traditional - Earth - Bath Treatment - 1kg,1000,,0,deny,manual,30,,true,true,,,,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1773/1117/files/WWMS_-_Bath_Treatment_-_1kg_-_Traditional_-_Earth_-_Front.png,g,,,active
traditional-dreamtime-bath-treatment,Traditional - Dreamtime - Bath Treatment,,Wild Woman Medicine Show,product,"Line: Traditional, Type: Bath Treatment, Scent: Dreamtime",true,Size,13,#VALUE!,25,25,Traditional,Bath_Treatment,Dreamtime,100g,,,,,Traditional - Dreamtime - Bath Treatment - 100g,100,,0,deny,manual,6,,true,true,,https://cdn.shopify.com/s/files/1/1773/1117/files/WWMS_-_Bath_Treatment_-_100g_-_Traditional_-_Dreamtime_-_Front.png,1,Traditional - Dreamtime - Bath Treatment,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1773/1117/files/WWMS_-_Bath_Treatment_-_100g_-_Traditional_-_Dreamtime_-_Front.png,g,,,active
traditional-dreamtime-bath-treatment,,,,,,,,13,#VALUE!,25,25,Traditional,Bath_Treatment,Dreamtime,250g,,,,,Traditional - Dreamtime - Bath Treatment - 250g,250,,0,deny,manual,12,,true,true,,,,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1773/1117/files/WWMS_-_Bath_Treatment_-_250g_-_Traditional_-_Dreamtime_-_Front.png,g,,,active
traditional-dreamtime-bath-treatment,,,,,,,,13,#VALUE!,25,25,Traditional,Bath_Treatment,Dreamtime,1kg,,,,,Traditional - Dreamtime - Bath Treatment - 1kg,1000,,0,deny,manual,30,,true,true,,,,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1773/1117/files/WWMS_-_Bath_Treatment_-_1kg_-_Traditional_-_Dreamtime_-_Front.png,g,,,active
traditional-detox-bath-treatment,Traditional - Detox - Bath Treatment,,Wild Woman Medicine Show,product,"Line: Traditional, Type: Bath Treatment, Scent: Detox",false,Size,13,#VALUE!,21,21,Traditional,Bath_Treatment,Detox,100g,,,,,Traditional - Detox - Bath Treatment - 100g,100,,0,deny,manual,6,,true,true,,https://cdn.shopify.com/s/files/1/1773/1117/files/WWMS_-_Bath_Treatment_-_100g_-_Traditional_-_Detox_-_Front.png,1,Traditional - Detox - Bath Treatment,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1773/1117/files/WWMS_-_Bath_Treatment_-_100g_-_Traditional_-_Detox_-_Front.png,g,,,active
traditional-detox-bath-treatment,,,,,,,,13,#VALUE!,21,21,Traditional,Bath_Treatment,Detox,250g,,,,,Traditional - Detox - Bath Treatment - 250g,250,,0,deny,manual,13,,true,true,,,,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1773/1117/files/WWMS_-_Bath_Treatment_-_250g_-_Traditional_-_Detox_-_Front.png,g,,,active
traditional-detox-bath-treatment,,,,,,,,13,#VALUE!,21,21,Traditional,Bath_Treatment,Detox,1kg,,,,,Traditional - Detox - Bath Treatment - 1kg,1000,,0,deny,manual,30,,true,true,,,,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1773/1117/files/WWMS_-_Bath_Treatment_-_1kg_-_Traditional_-_Detox_-_Front.png,g,,,active
traditional-bliss-bath-treatment,Traditional - Bliss - Bath Treatment,,Wild Woman Medicine Show,product,"Line: Traditional, Type: Bath Treatment, Scent: Bliss",true,Size,13,#VALUE!,21,21,Traditional,Bath_Treatment,Bliss,100g,,,,,Traditional - Bliss - Bath Treatment - 100g,100,,0,deny,manual,6,,true,true,,https://cdn.shopify.com/s/files/1/1773/1117/files/WWMS_-_Bath_Treatment_-_100g_-_Traditional_-_Bliss_-_Front.png,1,Traditional - Bliss - Bath Treatment,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1773/1117/files/WWMS_-_Bath_Treatment_-_100g_-_Traditional_-_Bliss_-_Front.png,g,,,active
traditional-bliss-bath-treatment,,,,,,,,13,#VALUE!,21,21,Traditional,Bath_Treatment,Bliss,250g,,,,,Traditional - Bliss - Bath Treatment - 250g,250,,0,deny,manual,12,,true,true,,,,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1773/1117/files/WWMS_-_Bath_Treatment_-_250g_-_Traditional_-_Bliss_-_Front.png,g,,,active
traditional-bliss-bath-treatment,,,,,,,,13,#VALUE!,21,21,Traditional,Bath_Treatment,Bliss,1kg,,,,,Traditional - Bliss - Bath Treatment - 1kg,1000,,0,deny,manual,30,,true,true,,,,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1773/1117/files/WWMS_-_Bath_Treatment_-_1kg_-_Traditional_-_Bliss_-_Front.png,g,,,active
traditional-bad-kitty-bath-treatment,Traditional - Bad Kitty - Bath Treatment,,Wild Woman Medicine Show,product,"Line: Traditional, Type: Bath Treatment, Scent: Bad Kitty",true,Size,13,#VALUE!,25,25,Traditional,Bath_Treatment,Bad_Kitty,100g,,,,,Traditional - Bad Kitty - Bath Treatment - 100g,100,,0,deny,manual,6,,true,true,,https://cdn.shopify.com/s/files/1/1773/1117/files/WWMS_-_Bath_Treatment_-_100g_-_Traditional_-_Bad_Kitty_-_Front.png,1,Traditional - Bad Kitty - Bath Treatment,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1773/1117/files/WWMS_-_Bath_Treatment_-_100g_-_Traditional_-_Bad_Kitty_-_Front.png,g,,,active
traditional-bad-kitty-bath-treatment,,,,,,,,13,#VALUE!,25,25,Traditional,Bath_Treatment,Bad_Kitty,250g,,,,,Traditional - Bad Kitty - Bath Treatment - 250g,250,,0,deny,manual,12,,true,true,,,,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1773/1117/files/WWMS_-_Bath_Treatment_-_250g_-_Traditional_-_Bad_Kitty_-_Front.png,g,,,active
traditional-bad-kitty-bath-treatment,,,,,,,,13,#VALUE!,25,25,Traditional,Bath_Treatment,Bad_Kitty,1kg,,,,,Traditional - Bad Kitty - Bath Treatment - 1kg,1000,,0,deny,manual,30,,true,true,,,,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1773/1117/files/WWMS_-_Bath_Treatment_-_1kg_-_Traditional_-_Bad_Kitty_-_Front.png,g,,,active
traditional-transform-bath-treatment,Traditional - Transform - Bath Treatment,,Wild Woman Medicine Show,product,"Line: Traditional, Type: Bath Treatment, Scent: Transform",true,Size,13,#VALUE!,25,25,Traditional,Bath_Treatment,Transform,100g,,,,,Traditional - Transform - Bath Treatment - 100g,100,,0,deny,manual,6,,true,true,,https://cdn.shopify.com/s/files/1/1773/1117/files/WWMS_-_Bath_Treatment_-_100g_-_Traditional_-_Transform_-_Front.png,1,Traditional - Transform - Bath Treatment,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1773/1117/files/WWMS_-_Bath_Treatment_-_100g_-_Traditional_-_Transform_-_Front.png,g,,,active
traditional-transform-bath-treatment,,,,,,,,13,#VALUE!,25,25,Traditional,Bath_Treatment,Transform,250g,,,,,Traditional - Transform - Bath Treatment - 250g,250,,0,deny,manual,12,,true,true,,,,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1773/1117/files/WWMS_-_Bath_Treatment_-_250g_-_Traditional_-_Transform_-_Front.png,g,,,active
traditional-transform-bath-treatment,,,,,,,,13,#VALUE!,25,25,Traditional,Bath_Treatment,Transform,1kg,,,,,Traditional - Transform - Bath Treatment - 1kg,1000,,0,deny,manual,30,,true,true,,,,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1773/1117/files/WWMS_-_Bath_Treatment_-_1kg_-_Traditional_-_Transform_-_Front.png,g,,,active
traditional-patience-bath-treatment,Traditional - Patience - Bath Treatment,,Wild Woman Medicine Show,product,"Line: Traditional, Type: Bath Treatment, Scent: Patience",true,Size,13,#VALUE!,24,24,Traditional,Bath_Treatment,Patience,100g,,,,,Traditional - Patience - Bath Treatment - 100g,100,,0,deny,manual,6,,true,true,,https://cdn.shopify.com/s/files/1/1773/1117/files/WWMS_-_Bath_Treatment_-_100g_-_Traditional_-_Patience_-_Front.png,1,Traditional - Patience - Bath Treatment,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1773/1117/files/WWMS_-_Bath_Treatment_-_100g_-_Traditional_-_Patience_-_Front.png,g,,,active
traditional-patience-bath-treatment,,,,,,,,13,#VALUE!,24,24,Traditional,Bath_Treatment,Patience,250g,,,,,Traditional - Patience - Bath Treatment - 250g,250,,0,deny,manual,12,,true,true,,,,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1773/1117/files/WWMS_-_Bath_Treatment_-_250g_-_Traditional_-_Patience_-_Front.png,g,,,active
traditional-patience-bath-treatment,,,,,,,,13,#VALUE!,24,24,Traditional,Bath_Treatment,Patience,1kg,,,,,Traditional - Patience - Bath Treatment - 1kg,1000,,0,deny,manual,30,,true,true,,,,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1773/1117/files/WWMS_-_Bath_Treatment_-_1kg_-_Traditional_-_Patience_-_Front.png,g,,,active
