Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,,,,,,,,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
master-cleanse-shaman-bath-treatment,,,,,,,,16,#VALUE!,25,25,Master_Cleanse,Bath_Treatment,Shaman,1kg,,,,,Master Cleanse - Shaman - Bath Treatment - 1kg,1000,,0,deny,manual,35,,true,true,,,,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1773/1117/files/WWMS_-_Bath_Treatment_-_1kg_-_Master_Cleanse_-_Shaman_-_Front.png,g,,,active
master-cleanse-shaman-bath-treatment,,,,,,,,16,#VALUE!,25,25,Master_Cleanse,Bath_Treatment,Shaman,2kg,,,,,Master Cleanse - Shaman - Bath Treatment - 2kg,2000,,0,deny,manual,60,,true,true,,,,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1773/1117/files/WWMS_-_Bath_Treatment_-_2kg_-_Master_Cleanse_-_Shaman_-_Front.png,g,,,active
master-cleanse-emotional-body-bath-treatment,Master Cleanse - Emotional Body - Bath Treatment,,Wild Woman Medicine Show,product,"Line: Master Cleanse, Type: Bath Treatment, Scent: Emotional Body",true,Size,16,#VALUE!,33,33,Master_Cleanse,Bath_Treatment,Emotional_Body,100g,,,,,Master Cleanse - Emotional Body - Bath Treatment - 100g,100,,0,deny,manual,7.6,,true,true,,https://cdn.shopify.com/s/files/1/1773/1117/files/WWMS_-_Bath_Treatment_-_100g_-_Master_Cleanse_-_Emotional_Body_-_Front.png,1,Master Cleanse - Emotional Body - Bath Treatment,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1773/1117/files/WWMS_-_Bath_Treatment_-_100g_-_Master_Cleanse_-_Emotional_Body_-_Front.png,g,,,active
master-cleanse-emotional-body-bath-treatment,,,,,,,,16,#VALUE!,33,33,Master_Cleanse,Bath_Treatment,Emotional_Body,250g,,,,,Master Cleanse - Emotional Body - Bath Treatment - 250g,250,,0,deny,manual,15,,true,true,,,,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1773/1117/files/WWMS_-_Bath_Treatment_-_250g_-_Master_Cleanse_-_Emotional_Body_-_Front.png,g,,,active
master-cleanse-emotional-body-bath-treatment,,,,,,,,16,#VALUE!,33,33,Master_Cleanse,Bath_Treatment,Emotional_Body,1kg,,,,,Master Cleanse - Emotional Body - Bath Treatment - 1kg,1000,,0,deny,manual,35,,true,true,,,,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1773/1117/files/WWMS_-_Bath_Treatment_-_1kg_-_Master_Cleanse_-_Emotional_Body_-_Front.png,g,,,active
master-cleanse-emotional-body-bath-treatment,,,,,,,,16,#VALUE!,33,33,Master_Cleanse,Bath_Treatment,Emotional_Body,2kg,,,,,Master Cleanse - Emotional Body - Bath Treatment - 2kg,2000,,0,deny,manual,60,,true,true,,,,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1773/1117/files/WWMS_-_Bath_Treatment_-_2kg_-_Master_Cleanse_-_Emotional_Body_-_Front.png,g,,,active
master-cleanse-sexual-healing-bath-treatment,Master Cleanse - Sexual Healing - Bath Treatment,,Wild Woman Medicine Show,product,"Line: Master Cleanse, Type: Bath Treatment, Scent: Sexual Healing",true,Size,16,#VALUE!,33,33,Master_Cleanse,Bath_Treatment,Sexual_Healing,100g,,,,,Master Cleanse - Sexual Healing - Bath Treatment - 100g,100,,0,deny,manual,7.5,,true,true,,https://cdn.shopify.com/s/files/1/1773/1117/files/WWMS_-_Bath_Treatment_-_100g_-_Master_Cleanse_-_Sexual_Healing_-_Front.png,1,Master Cleanse - Sexual Healing - Bath Treatment,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1773/1117/files/WWMS_-_Bath_Treatment_-_100g_-_Master_Cleanse_-_Sexual_Healing_-_Front.png,g,,,active
master-cleanse-sexual-healing-bath-treatment,,,,,,,,16,#VALUE!,33,33,Master_Cleanse,Bath_Treatment,Sexual_Healing,250g,,,,,Master Cleanse - Sexual Healing - Bath Treatment - 250g,250,,0,deny,manual,15,,true,true,,,,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1773/1117/files/WWMS_-_Bath_Treatment_-_250g_-_Master_Cleanse_-_Sexual_Healing_-_Front.png,g,,,active
master-cleanse-sexual-healing-bath-treatment,,,,,,,,16,#VALUE!,33,33,Master_Cleanse,Bath_Treatment,Sexual_Healing,1kg,,,,,Master Cleanse - Sexual Healing - Bath Treatment - 1kg,1000,,0,deny,manual,35,,true,true,,,,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1773/1117/files/WWMS_-_Bath_Treatment_-_1kg_-_Master_Cleanse_-_Sexual_Healing_-_Front.png,g,,,active
master-cleanse-sexual-healing-bath-treatment,,,,,,,,16,#VALUE!,33,33,Master_Cleanse,Bath_Treatment,Sexual_Healing,2kg,,,,,Master Cleanse - Sexual Healing - Bath Treatment - 2kg,2000,,0,deny,manual,60,,true,true,,,,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1773/1117/files/WWMS_-_Bath_Treatment_-_2kg_-_Master_Cleanse_-_Sexual_Healing_-_Front.png,g,,,active
master-cleanse-beauty-and-truth-bath-treatment,Master Cleanse - Beauty and Truth - Bath Treatment,,Wild Woman Medicine Show,product,"Line: Master Cleanse, Type: Bath Treatment, Scent: Beauty and Truth",true,Size,16,#VALUE!,35,35,Master_Cleanse,Bath_Treatment,Beauty_and_Truth,100g,,,,,Master Cleanse - Beauty and Truth - Bath Treatment - 100g,100,,0,deny,manual,7.5,,true,true,,https://cdn.shopify.com/s/files/1/1773/1117/files/WWMS_-_Bath_Treatment_-_100g_-_Master_Cleanse_-_Beauty_and_Truth_-_Front.png,1,Master Cleanse - Beauty and Truth - Bath Treatment,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1773/1117/files/WWMS_-_Bath_Treatment_-_100g_-_Master_Cleanse_-_Beauty_and_Truth_-_Front.png,g,,,active
master-cleanse-beauty-and-truth-bath-treatment,,,,,,,,16,#VALUE!,35,35,Master_Cleanse,Bath_Treatment,Beauty_and_Truth,250g,,,,,Master Cleanse - Beauty and Truth - Bath Treatment - 250g,250,,0,deny,manual,15,,true,true,,,,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1773/1117/files/WWMS_-_Bath_Treatment_-_250g_-_Master_Cleanse_-_Beauty_and_Truth_-_Front.png,g,,,active
master-cleanse-beauty-and-truth-bath-treatment,,,,,,,,16,#VALUE!,35,35,Master_Cleanse,Bath_Treatment,Beauty_and_Truth,1kg,,,,,Master Cleanse - Beauty and Truth - Bath Treatment - 1kg,1000,,0,deny,manual,35,,true,true,,,,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1773/1117/files/WWMS_-_Bath_Treatment_-_1kg_-_Master_Cleanse_-_Beauty_and_Truth_-_Front.png,g,,,active
master-cleanse-beauty-and-truth-bath-treatment,,,,,,,,16,#VALUE!,35,35,Master_Cleanse,Bath_Treatment,Beauty_and_Truth,2kg,,,,,Master Cleanse - Beauty and Truth - Bath Treatment - 2kg,2000,,0,deny,manual,60,,true,true,,,,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1773/1117/files/WWMS_-_Bath_Treatment_-_2kg_-_Master_Cleanse_-_Beauty_and_Truth_-_Front.png,g,,,active
master-cleanse-hormonal-balance-bath-treatment,Master Cleanse - Hormonal Balance - Bath Treatment,,Wild Woman Medicine Show,product,"Line: Master Cleanse, Type: Bath Treatment, Scent: Hormonal Balance",true,Size,16,#VALUE!,35,35,Master_Cleanse,Bath_Treatment,Hormonal_Balance,100g,,,,,Master Cleanse - Hormonal Balance - Bath Treatment - 100g,100,,0,deny,manual,7.5,,true,true,,https://cdn.shopify.com/s/files/1/1773/1117/files/WWMS_-_Bath_Treatment_-_100g_-_Master_Cleanse_-_Hormonal_Balance_-_Front.png,1,Master Cleanse - Hormonal Balance - Bath Treatment,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1773/1117/files/WWMS_-_Bath_Treatment_-_100g_-_Master_Cleanse_-_Hormonal_Balance_-_Front.png,g,,,active
master-cleanse-hormonal-balance-bath-treatment,,,,,,,,16,#VALUE!,35,35,Master_Cleanse,Bath_Treatment,Hormonal_Balance,250g,,,,,Master Cleanse - Hormonal Balance - Bath Treatment - 250g,250,,0,deny,manual,15,,true,true,,,,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1773/1117/files/WWMS_-_Bath_Treatment_-_250g_-_Master_Cleanse_-_Hormonal_Balance_-_Front.png,g,,,active
master-cleanse-hormonal-balance-bath-treatment,,,,,,,,16,#VALUE!,35,35,Master_Cleanse,Bath_Treatment,Hormonal_Balance,1kg,,,,,Master Cleanse - Hormonal Balance - Bath Treatment - 1kg,1000,,0,deny,manual,35,,true,true,,,,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1773/1117/files/WWMS_-_Bath_Treatment_-_1kg_-_Master_Cleanse_-_Hormonal_Balance_-_Front.png,g,,,active
master-cleanse-hormonal-balance-bath-treatment,,,,,,,,16,#VALUE!,35,35,Master_Cleanse,Bath_Treatment,Hormonal_Balance,2kg,,,,,Master Cleanse - Hormonal Balance - Bath Treatment - 2kg,2000,,0,deny,manual,60,,true,true,,,,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1773/1117/files/WWMS_-_Bath_Treatment_-_2kg_-_Master_Cleanse_-_Hormonal_Balance_-_Front.png,g,,,active
master-cleanse-surrender-bath-treatment,Master Cleanse - Surrender - Bath Treatment,,Wild Woman Medicine Show,product,"Line: Master Cleanse, Type: Bath Treatment, Scent: Surrender",true,Size,16,#VALUE!,28,28,Master_Cleanse,Bath_Treatment,Surrender,100g,,,,,Master Cleanse - Surrender - Bath Treatment - 100g,100,,0,deny,manual,7.5,,true,true,,https://cdn.shopify.com/s/files/1/1773/1117/files/WWMS_-_Bath_Treatment_-_100g_-_Master_Cleanse_-_Surrender_-_Front.png,1,Master Cleanse - Surrender - Bath Treatment,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1773/1117/files/WWMS_-_Bath_Treatment_-_100g_-_Master_Cleanse_-_Surrender_-_Front.png,g,,,active
master-cleanse-surrender-bath-treatment,,,,,,,,16,#VALUE!,28,28,Master_Cleanse,Bath_Treatment,Surrender,250g,,,,,Master Cleanse - Surrender - Bath Treatment - 250g,250,,0,deny,manual,15,,true,true,,,,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1773/1117/files/WWMS_-_Bath_Treatment_-_250g_-_Master_Cleanse_-_Surrender_-_Front.png,g,,,active
master-cleanse-surrender-bath-treatment,,,,,,,,16,#VALUE!,28,28,Master_Cleanse,Bath_Treatment,Surrender,1kg,,,,,Master Cleanse - Surrender - Bath Treatment - 1kg,1000,,0,deny,manual,35,,true,true,,,,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1773/1117/files/WWMS_-_Bath_Treatment_-_1kg_-_Master_Cleanse_-_Surrender_-_Front.png,g,,,active
master-cleanse-surrender-bath-treatment,,,,,,,,16,#VALUE!,28,28,Master_Cleanse,Bath_Treatment,Surrender,2kg,,,,,Master Cleanse - Surrender - Bath Treatment - 2kg,2000,,0,deny,manual,60,,true,true,,,,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1773/1117/files/WWMS_-_Bath_Treatment_-_2kg_-_Master_Cleanse_-_Surrender_-_Front.png,g,,,active
master-cleanse-physical-body-bath-treatment,Master Cleanse - Physical Body - Bath Treatment,,Wild Woman Medicine Show,product,"Line: Master Cleanse, Type: Bath Treatment, Scent: Physical Body",true,Size,16,#VALUE!,32,32,Master_Cleanse,Bath_Treatment,Physical_Body,100g,,,,,Master Cleanse - Physical Body - Bath Treatment - 100g,100,,0,deny,manual,7.5,,true,true,,https://cdn.shopify.com/s/files/1/1773/1117/files/WWMS_-_Bath_Treatment_-_100g_-_Master_Cleanse_-_Physical_Body_-_Front.png,1,Master Cleanse - Physical Body - Bath Treatment,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1773/1117/files/WWMS_-_Bath_Treatment_-_100g_-_Master_Cleanse_-_Physical_Body_-_Front.png,g,,,active
master-cleanse-physical-body-bath-treatment,,,,,,,,16,#VALUE!,32,32,Master_Cleanse,Bath_Treatment,Physical_Body,250g,,,,,Master Cleanse - Physical Body - Bath Treatment - 250g,250,,0,deny,manual,15,,true,true,,,,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1773/1117/files/WWMS_-_Bath_Treatment_-_250g_-_Master_Cleanse_-_Physical_Body_-_Front.png,g,,,active
master-cleanse-physical-body-bath-treatment,,,,,,,,16,#VALUE!,32,32,Master_Cleanse,Bath_Treatment,Physical_Body,1kg,,,,,Master Cleanse - Physical Body - Bath Treatment - 1kg,1000,,0,deny,manual,35,,true,true,,,,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1773/1117/files/WWMS_-_Bath_Treatment_-_1kg_-_Master_Cleanse_-_Physical_Body_-_Front.png,g,,,active
master-cleanse-physical-body-bath-treatment,,,,,,,,16,#VALUE!,32,32,Master_Cleanse,Bath_Treatment,Physical_Body,2kg,,,,,Master Cleanse - Physical Body - Bath Treatment - 2kg,2000,,0,deny,manual,60,,true,true,,,,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1773/1117/files/WWMS_-_Bath_Treatment_-_2kg_-_Master_Cleanse_-_Physical_Body_-_Front.png,g,,,active
master-cleanse-spirit-soul-retrieval-bath-treatment,Master Cleanse - Spirit/Soul Retrieval - Bath Treatment,,Wild Woman Medicine Show,product,"Line: Master Cleanse, Type: Bath Treatment, Scent: Spirit Soul Retrieval",true,Size,16,#VALUE!,40,40,Master_Cleanse,Bath_Treatment,Spirit_Soul_Retrieval,100g,,,,,Master Cleanse - Spirit Soul Retrieval - Bath Treatment - 100g,100,,0,deny,manual,7.5,,true,true,,https://cdn.shopify.com/s/files/1/1773/1117/files/WWMS_-_Bath_Treatment_-_100g_-_Master_Cleanse_-_Spirit_Soul_Retrieval_-_Front.png,1,Master Cleanse - Spirit/Soul Retrieval - Bath Treatment,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1773/1117/files/WWMS_-_Bath_Treatment_-_100g_-_Master_Cleanse_-_Spirit_Soul_Retrieval_-_Front.png,g,,,active
master-cleanse-spirit-soul-retrieval-bath-treatment,,,,,,,,16,#VALUE!,40,40,Master_Cleanse,Bath_Treatment,Spirit_Soul_Retrieval,250g,,,,,Master Cleanse - Spirit Soul Retrieval - Bath Treatment - 250g,250,,0,deny,manual,15,,true,true,,,,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1773/1117/files/WWMS_-_Bath_Treatment_-_250g_-_Master_Cleanse_-_Spirit_Soul_Retrieval_-_Front.png,g,,,active
master-cleanse-spirit-soul-retrieval-bath-treatment,,,,,,,,16,#VALUE!,40,40,Master_Cleanse,Bath_Treatment,Spirit_Soul_Retrieval,1kg,,,,,Master Cleanse - Spirit Soul Retrieval - Bath Treatment - 1kg,1000,,0,deny,manual,35,,true,true,,,,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1773/1117/files/WWMS_-_Bath_Treatment_-_1kg_-_Master_Cleanse_-_Spirit_Soul_Retrieval_-_Front.png,g,,,active
master-cleanse-spirit-soul-retrieval-bath-treatment,,,,,,,,16,#VALUE!,40,40,Master_Cleanse,Bath_Treatment,Spirit_Soul_Retrieval,2kg,,,,,Master Cleanse - Spirit Soul Retrieval - Bath Treatment - 2kg,2000,,0,deny,manual,60,,true,true,,,,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1773/1117/files/WWMS_-_Bath_Treatment_-_2kg_-_Master_Cleanse_-_Spirit_Soul_Retrieval_-_Front.png,g,,,active
master-cleanse-mind-body-release-bath-treatment,Master Cleanse - Mind/Body Release - Bath Treatment,,Wild Woman Medicine Show,product,"Line: Master Cleanse, Type: Bath Treatment, Scent: Mind Body Release",true,Size,16,#VALUE!,36,36,Master_Cleanse,Bath_Treatment,Mind_Body_Release,100g,,,,,Master Cleanse - Mind Body Release - Bath Treatment - 100g,100,,0,deny,manual,7.5,,true,true,,https://cdn.shopify.com/s/files/1/1773/1117/files/WWMS_-_Bath_Treatment_-_100g_-_Master_Cleanse_-_Mind_Body_Release_-_Front.png,1,Master Cleanse - Mind/Body Release - Bath Treatment,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1773/1117/files/WWMS_-_Bath_Treatment_-_100g_-_Master_Cleanse_-_Mind_Body_Release_-_Front.png,g,,,active
master-cleanse-mind-body-release-bath-treatment,,,,,,,,16,#VALUE!,36,36,Master_Cleanse,Bath_Treatment,Mind_Body_Release,250g,,,,,Master Cleanse - Mind Body Release - Bath Treatment - 250g,250,,0,deny,manual,15,,true,true,,,,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1773/1117/files/WWMS_-_Bath_Treatment_-_250g_-_Master_Cleanse_-_Mind_Body_Release_-_Front.png,g,,,active
master-cleanse-mind-body-release-bath-treatment,,,,,,,,16,#VALUE!,36,36,Master_Cleanse,Bath_Treatment,Mind_Body_Release,1kg,,,,,Master Cleanse - Mind Body Release - Bath Treatment - 1kg,1000,,0,deny,manual,35,,true,true,,,,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1773/1117/files/WWMS_-_Bath_Treatment_-_1kg_-_Master_Cleanse_-_Mind_Body_Release_-_Front.png,g,,,active
master-cleanse-mind-body-release-bath-treatment,,,,,,,,16,#VALUE!,36,36,Master_Cleanse,Bath_Treatment,Mind_Body_Release,2kg,,,,,Master Cleanse - Mind Body Release - Bath Treatment - 2kg,2000,,0,deny,manual,60,,true,true,,,,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1773/1117/files/WWMS_-_Bath_Treatment_-_2kg_-_Master_Cleanse_-_Mind_Body_Release_-_Front.png,g,,,active
master-cleanse-chaos-medicine-bath-treatment,Master Cleanse - Chaos Medicine - Bath Treatment,,Wild Woman Medicine Show,product,"Line: Master Cleanse, Type: Bath Treatment, Scent: Chaos Medicine",true,Size,16,#VALUE!,33,33,Master_Cleanse,Bath_Treatment,Chaos_Medicine,100g,,,,,Master Cleanse - Chaos Medicine - Bath Treatment - 100g,100,,0,deny,manual,7.5,,true,true,,https://cdn.shopify.com/s/files/1/1773/1117/files/WWMS_-_Bath_Treatment_-_100g_-_Master_Cleanse_-_Chaos_Medicine_-_Front.png,1,Master Cleanse - Chaos Medicine - Bath Treatment,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1773/1117/files/WWMS_-_Bath_Treatment_-_100g_-_Master_Cleanse_-_Chaos_Medicine_-_Front.png,g,,,active
master-cleanse-chaos-medicine-bath-treatment,,,,,,,,16,#VALUE!,33,33,Master_Cleanse,Bath_Treatment,Chaos_Medicine,250g,,,,,Master Cleanse - Chaos Medicine - Bath Treatment - 250g,250,,0,deny,manual,15,,true,true,,,,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1773/1117/files/WWMS_-_Bath_Treatment_-_250g_-_Master_Cleanse_-_Chaos_Medicine_-_Front.png,g,,,active
master-cleanse-chaos-medicine-bath-treatment,,,,,,,,16,#VALUE!,33,33,Master_Cleanse,Bath_Treatment,Chaos_Medicine,1kg,,,,,Master Cleanse - Chaos Medicine - Bath Treatment - 1kg,1000,,0,deny,manual,35,,true,true,,,,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1773/1117/files/WWMS_-_Bath_Treatment_-_1kg_-_Master_Cleanse_-_Chaos_Medicine_-_Front.png,g,,,active
master-cleanse-chaos-medicine-bath-treatment,,,,,,,,16,#VALUE!,33,33,Master_Cleanse,Bath_Treatment,Chaos_Medicine,2kg,,,,,Master Cleanse - Chaos Medicine - Bath Treatment - 2kg,2000,,0,deny,manual,60,,true,true,,,,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1773/1117/files/WWMS_-_Bath_Treatment_-_2kg_-_Master_Cleanse_-_Chaos_Medicine_-_Front.png,g,,,active
