Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
traditional-rose-lotion,Traditional - Rose - Lotion,,Wild Woman Medicine Show,product,"Line: Traditional, Scent: Rose, Type: Lotion",true,Size,60ml,,,,,Traditional - Rose - Lotion - 60ml,60,,0,deny,manual,15,,true,true,,https://cdn.shopify.com/s/files/1/1773/1117/products/Coming_Soon_ca129b96-f3e3-4ad2-8513-0205f7190cae.png?v=1612216620,1,Traditional - Rose - Lotion,false,,,,,,,,,,,,,,,,,g,,,archived
traditional-rose-lotion,,,,,,,,120ml,,,,,Traditional - Rose - Lotion - 120ml,120,,0,deny,manual,28,,true,true,,,,,,,,,,,,,,,,,,,,,,g,,,
traditional-relax-lotion,Traditional - Relax - Lotion,,Wild Woman Medicine Show,product,"Line: Traditional, Scent: Relax, Type: Lotion",true,Size,60ml,,,,,Traditional - Relax - Lotion - 60ml,60,,0,deny,manual,15,,true,true,,https://cdn.shopify.com/s/files/1/1773/1117/products/Coming_Soon_670d5e38-c6e4-4b20-b668-07898ddf2065.png?v=1612216619,1,Traditional - Relax - Lotion,false,,,,,,,,,,,,,,,,,g,,,archived
traditional-relax-lotion,,,,,,,,120ml,,,,,Traditional - Relax - Lotion - 120ml,120,,0,deny,manual,28,,true,true,,,,,,,,,,,,,,,,,,,,,,g,,,
traditional-patience-lotion,Traditional - Patience - Lotion,,Wild Woman Medicine Show,product,"Line: Traditional, Scent: Patience, Type: Lotion",true,Size,60ml,,,,,Traditional - Patience - Lotion - 60ml,60,,0,deny,manual,15,,true,true,,https://cdn.shopify.com/s/files/1/1773/1117/products/Coming_Soon_aa9a0a95-7751-4f1b-a787-4d27bbc9b248.png?v=1612216618,1,Traditional - Patience - Lotion,false,,,,,,,,,,,,,,,,,g,,,archived
traditional-patience-lotion,,,,,,,,120ml,,,,,Traditional - Patience - Lotion - 120ml,120,,0,deny,manual,28,,true,true,,,,,,,,,,,,,,,,,,,,,,g,,,
traditional-namaste-lotion,Traditional - Namaste - Lotion,,Wild Woman Medicine Show,product,"Line: Traditional, Scent: Namaste, Type: Lotion",true,Size,60ml,,,,,Traditional - Namaste - Lotion - 60ml,60,,0,deny,manual,15,,true,true,,https://cdn.shopify.com/s/files/1/1773/1117/products/Coming_Soon_cc7e863c-993d-417f-96c7-697d41c97df7.png?v=1612216617,1,Traditional - Namaste - Lotion,false,,,,,,,,,,,,,,,,,g,,,archived
traditional-namaste-lotion,,,,,,,,120ml,,,,,Traditional - Namaste - Lotion - 120ml,120,,0,deny,manual,28,,true,true,,,,,,,,,,,,,,,,,,,,,,g,,,
traditional-nag-champa-lotion,Traditional - Nag Champa - Lotion,,Wild Woman Medicine Show,product,"Line: Traditional, Scent: Nag Champa, Type: Lotion",true,Size,60ml,,,,,Traditional - Nag Champa - Lotion - 60ml,60,,0,deny,manual,15,,true,true,,https://cdn.shopify.com/s/files/1/1773/1117/products/Coming_Soon_a45c7ea3-8a59-4e48-9724-695160ec2e02.png?v=1612216616,1,Traditional - Nag Champa - Lotion,false,,,,,,,,,,,,,,,,,g,,,archived
traditional-nag-champa-lotion,,,,,,,,120ml,,,,,Traditional - Nag Champa - Lotion - 120ml,120,,0,deny,manual,28,,true,true,,,,,,,,,,,,,,,,,,,,,,g,,,
traditional-mint-lotion,Traditional - Mint - Lotion,,Wild Woman Medicine Show,product,"Line: Traditional, Scent: Mint, Type: Lotion",true,Size,60ml,,,,,Traditional - Mint - Lotion - 60ml,60,,0,deny,manual,15,,true,true,,https://cdn.shopify.com/s/files/1/1773/1117/products/Coming_Soon_18947888-52b8-4a60-b8bc-6e3ef8de0ad4.png?v=1612216615,1,Traditional - Mint - Lotion,false,,,,,,,,,,,,,,,,,g,,,archived
traditional-mint-lotion,,,,,,,,120ml,,,,,Traditional - Mint - Lotion - 120ml,120,,0,deny,manual,28,,true,true,,,,,,,,,,,,,,,,,,,,,,g,,,
traditional-melissa-lotion,Traditional - Melissa - Lotion,,Wild Woman Medicine Show,product,"Line: Traditional, Scent: Melissa, Type: Lotion",true,Size,60ml,,,,,Traditional - Melissa - Lotion - 60ml,60,,0,deny,manual,15,,true,true,,https://cdn.shopify.com/s/files/1/1773/1117/products/Coming_Soon_aa9a622e-601e-415a-9c30-aeb83ac41e6b.png?v=1612216613,1,Traditional - Melissa - Lotion,false,,,,,,,,,,,,,,,,,g,,,archived
traditional-melissa-lotion,,,,,,,,120ml,,,,,Traditional - Melissa - Lotion - 120ml,120,,0,deny,manual,28,,true,true,,,,,,,,,,,,,,,,,,,,,,g,,,
traditional-master-zing-lotion,Traditional - Master Zing - Lotion,,Wild Woman Medicine Show,product,"Line: Traditional, Scent: Master Zing, Type: Lotion",true,Size,60ml,,,,,Traditional - Master Zing - Lotion - 60ml,60,,0,deny,manual,15,,true,true,,https://cdn.shopify.com/s/files/1/1773/1117/products/Coming_Soon_3c9cf1f2-cb73-4ad7-94a5-aac435a1817b.png?v=1612216612,1,Traditional - Master Zing - Lotion,false,,,,,,,,,,,,,,,,,g,,,archived
traditional-master-zing-lotion,,,,,,,,120ml,,,,,Traditional - Master Zing - Lotion - 120ml,120,,0,deny,manual,28,,true,true,,,,,,,,,,,,,,,,,,,,,,g,,,
traditional-lime-lotion,Traditional - Lime - Lotion,,Wild Woman Medicine Show,product,"Line: Traditional, Scent: Lime, Type: Lotion",true,Size,60ml,,,,,Traditional - Lime - Lotion - 60ml,60,,0,deny,manual,15,,true,true,,https://cdn.shopify.com/s/files/1/1773/1117/products/Coming_Soon_4de2df1e-0801-4453-a679-4b9833b06e68.png?v=1612216611,1,Traditional - Lime - Lotion,false,,,,,,,,,,,,,,,,,g,,,archived
traditional-lime-lotion,,,,,,,,120ml,,,,,Traditional - Lime - Lotion - 120ml,120,,0,deny,manual,28,,true,true,,,,,,,,,,,,,,,,,,,,,,g,,,
traditional-lavender-lotion,Traditional - Lavender - Lotion,,Wild Woman Medicine Show,product,"Line: Traditional, Scent: Lavender, Type: Lotion",true,Size,60ml,,,,,Traditional - Lavender - Lotion - 60ml,60,,0,deny,manual,15,,true,true,,https://cdn.shopify.com/s/files/1/1773/1117/products/Coming_Soon_a83d324d-23d3-4a96-a4cb-f7b1e2c6bb85.png?v=1612216610,1,Traditional - Lavender - Lotion,false,,,,,,,,,,,,,,,,,g,,,archived
traditional-lavender-lotion,,,,,,,,120ml,,,,,Traditional - Lavender - Lotion - 120ml,120,,0,deny,manual,28,,true,true,,,,,,,,,,,,,,,,,,,,,,g,,,
traditional-keep-calm-and-transmute-lotion,Traditional - Keep Calm And Transmute - Lotion,,Wild Woman Medicine Show,product,"Line: Traditional, Scent: Keep Calm And Transmute, Type: Lotion",true,Size,60ml,,,,,Traditional - Keep Calm And Transmute - Lotion - 60ml,60,,0,deny,manual,15,,true,true,,https://cdn.shopify.com/s/files/1/1773/1117/products/Coming_Soon_ac069ecb-71a6-43c2-a899-9e3c86144702.png?v=1612216609,1,Traditional - Keep Calm And Transmute - Lotion,false,,,,,,,,,,,,,,,,,g,,,archived
traditional-keep-calm-and-transmute-lotion,,,,,,,,120ml,,,,,Traditional - Keep Calm And Transmute - Lotion - 120ml,120,,0,deny,manual,28,,true,true,,,,,,,,,,,,,,,,,,,,,,g,,,
traditional-intuition-lotion,Traditional - Intuition - Lotion,,Wild Woman Medicine Show,product,"Line: Traditional, Scent: Intuition, Type: Lotion",true,Size,60ml,,,,,Traditional - Intuition - Lotion - 60ml,60,,0,deny,manual,15,,true,true,,https://cdn.shopify.com/s/files/1/1773/1117/products/Coming_Soon_4629cf9e-2d2a-4f94-b49d-ab848d8200ea.png?v=1612216608,1,Traditional - Intuition - Lotion,false,,,,,,,,,,,,,,,,,g,,,archived
traditional-intuition-lotion,,,,,,,,120ml,,,,,Traditional - Intuition - Lotion - 120ml,120,,0,deny,manual,28,,true,true,,,,,,,,,,,,,,,,,,,,,,g,,,
traditional-freedom-lotion,Traditional - Freedom - Lotion,,Wild Woman Medicine Show,product,"Line: Traditional, Scent: Freedom, Type: Lotion",true,Size,60ml,,,,,Traditional - Freedom - Lotion - 60ml,60,,0,deny,manual,15,,true,true,,https://cdn.shopify.com/s/files/1/1773/1117/products/Coming_Soon_4c6749a2-7010-453d-b697-6f43565c2c33.png?v=1612216607,1,Traditional - Freedom - Lotion,false,,,,,,,,,,,,,,,,,g,,,archived
traditional-freedom-lotion,,,,,,,,120ml,,,,,Traditional - Freedom - Lotion - 120ml,120,,0,deny,manual,28,,true,true,,,,,,,,,,,,,,,,,,,,,,g,,,
traditional-earth-lotion,Traditional - Earth - Lotion,,Wild Woman Medicine Show,product,"Line: Traditional, Scent: Earth, Type: Lotion",true,Size,60ml,,,,,Traditional - Earth - Lotion - 60ml,60,,0,deny,manual,15,,true,true,,https://cdn.shopify.com/s/files/1/1773/1117/products/Coming_Soon_5cb85d61-11ea-4367-b5b4-c1c5755e843c.png?v=1612216605,1,Traditional - Earth - Lotion,false,,,,,,,,,,,,,,,,,g,,,archived
traditional-earth-lotion,,,,,,,,120ml,,,,,Traditional - Earth - Lotion - 120ml,120,,0,deny,manual,28,,true,true,,,,,,,,,,,,,,,,,,,,,,g,,,
traditional-dreamtime-lotion,Traditional - Dreamtime - Lotion,,Wild Woman Medicine Show,product,"Line: Traditional, Scent: Dreamtime, Type: Lotion",true,Size,60ml,,,,,Traditional - Dreamtime - Lotion - 60ml,60,,0,deny,manual,15,,true,true,,https://cdn.shopify.com/s/files/1/1773/1117/products/Coming_Soon_29670798-68e8-4ba9-9b0f-f16aac1cde3c.png?v=1612216604,1,Traditional - Dreamtime - Lotion,false,,,,,,,,,,,,,,,,,g,,,archived
traditional-dreamtime-lotion,,,,,,,,120ml,,,,,Traditional - Dreamtime - Lotion - 120ml,120,,0,deny,manual,28,,true,true,,,,,,,,,,,,,,,,,,,,,,g,,,
traditional-dragons-blood-lotion,Traditional - Dragons Blood - Lotion,,Wild Woman Medicine Show,product,"Line: Traditional, Scent: Dragons Blood, Type: Lotion",true,Size,60ml,,,,,Traditional - Dragons Blood - Lotion - 60ml,60,,-1,deny,manual,15,,true,true,,https://cdn.shopify.com/s/files/1/1773/1117/products/Coming_Soon_7f7b626b-d458-4d6b-b012-a34772d639e7.png?v=1612216602,1,Traditional - Dragons Blood - Lotion,false,,,,,,,,,,,,,,,,,g,,,archived
traditional-dragons-blood-lotion,,,,,,,,120ml,,,,,Traditional - Dragons Blood - Lotion - 120ml,120,,0,deny,manual,28,,true,true,,,,,,,,,,,,,,,,,,,,,,g,,,
traditional-detox-lotion,Traditional - Detox - Lotion,,Wild Woman Medicine Show,product,"Line: Traditional, Scent: Detox, Type: Lotion",true,Size,60ml,,,,,Traditional - Detox - Lotion - 60ml,60,,0,deny,manual,15,,true,true,,https://cdn.shopify.com/s/files/1/1773/1117/products/Coming_Soon_8dda3f3f-a745-4700-950b-a34e91274d11.png?v=1612216601,1,Traditional - Detox - Lotion,false,,,,,,,,,,,,,,,,,g,,,archived
traditional-detox-lotion,,,,,,,,120ml,,,,,Traditional - Detox - Lotion - 120ml,120,,0,deny,manual,28,,true,true,,,,,,,,,,,,,,,,,,,,,,g,,,
traditional-bliss-lotion,Traditional - Bliss - Lotion,,Wild Woman Medicine Show,product,"Line: Traditional, Scent: Bliss, Type: Lotion",true,Size,60ml,,,,,Traditional - Bliss - Lotion - 60ml,60,,0,deny,manual,15,,true,true,,https://cdn.shopify.com/s/files/1/1773/1117/products/Coming_Soon_f43b3bba-85fd-4c75-9d48-0c06bd03bcca.png?v=1612216600,1,Traditional - Bliss - Lotion,false,,,,,,,,,,,,,,,,,g,,,archived
traditional-bliss-lotion,,,,,,,,120ml,,,,,Traditional - Bliss - Lotion - 120ml,120,,0,deny,manual,28,,true,true,,,,,,,,,,,,,,,,,,,,,,g,,,
