Brand,Brand_Short,Brand_Subtitle,Line,Title,Description,Subtitle_1,#Subtitle_1_Visible,Subtitle_2,#Subtitle_2_Visible,@Image,Oils
Wild Woman Medicine Show,wwms,shaman infused aromatherapeutics,Vintage,Lotus,,,FALSE,,FALSE,file:///C:/Users/wildw/WWMS/Product Data/Assets/Vintage/Default.ai,lotus
Wild Woman Medicine Show,wwms,shaman infused aromatherapeutics,Vintage,Magnolia,,,FALSE,,FALSE,file:///C:/Users/wildw/WWMS/Product Data/Assets/Vintage/Default.ai,magnolia
Wild Woman Medicine Show,wwms,shaman infused aromatherapeutics,Vintage,Manchurian Dragon,,,FALSE,,FALSE,file:///C:/Users/wildw/WWMS/Product Data/Assets/Vintage/Default.ai,manchurian dragon
Wild Woman Medicine Show,wwms,shaman infused aromatherapeutics,Vintage,Maple Syrup,,,FALSE,,FALSE,file:///C:/Users/wildw/WWMS/Product Data/Assets/Vintage/Default.ai,maple syrup
Wild Woman Medicine Show,wwms,shaman infused aromatherapeutics,Vintage,Marbella,,,FALSE,,FALSE,file:///C:/Users/wildw/WWMS/Product Data/Assets/Vintage/Default.ai,marbella
Wild Woman Medicine Show,wwms,shaman infused aromatherapeutics,Vintage,Marjoram,,,FALSE,,FALSE,file:///C:/Users/wildw/WWMS/Product Data/Assets/Vintage/Default.ai,marjoram
Wild Woman Medicine Show,wwms,shaman infused aromatherapeutics,Vintage,Melissa,,,FALSE,,FALSE,file:///C:/Users/wildw/WWMS/Product Data/Assets/Vintage/Default.ai,melissa
Wild Woman Medicine Show,wwms,shaman infused aromatherapeutics,Vintage,Moonlight Walk,,,FALSE,,FALSE,file:///C:/Users/wildw/WWMS/Product Data/Assets/Vintage/Default.ai,moonlight walk
Wild Woman Medicine Show,wwms,shaman infused aromatherapeutics,Vintage,Moroccan Midnight,,,FALSE,,FALSE,file:///C:/Users/wildw/WWMS/Product Data/Assets/Vintage/Default.ai,moroccan midnight
Wild Woman Medicine Show,wwms,shaman infused aromatherapeutics,Vintage,Myrtle,,,FALSE,,FALSE,file:///C:/Users/wildw/WWMS/Product Data/Assets/Vintage/Default.ai,myrtle
Wild Woman Medicine Show,wwms,shaman infused aromatherapeutics,Vintage,Nag Champa,,,FALSE,,FALSE,file:///C:/Users/wildw/WWMS/Product Data/Assets/Vintage/Default.ai,nag champa
Wild Woman Medicine Show,wwms,shaman infused aromatherapeutics,Vintage,Neroli,,,FALSE,,FALSE,file:///C:/Users/wildw/WWMS/Product Data/Assets/Vintage/Default.ai,neroli
Wild Woman Medicine Show,wwms,shaman infused aromatherapeutics,Vintage,Ocean,,,FALSE,,FALSE,file:///C:/Users/wildw/WWMS/Product Data/Assets/Vintage/Default.ai,ocean
Wild Woman Medicine Show,wwms,shaman infused aromatherapeutics,Vintage,Ocean Breeze,,,FALSE,,FALSE,file:///C:/Users/wildw/WWMS/Product Data/Assets/Vintage/Default.ai,ocean breeze
Wild Woman Medicine Show,wwms,shaman infused aromatherapeutics,Vintage,Opium,,,FALSE,,FALSE,file:///C:/Users/wildw/WWMS/Product Data/Assets/Vintage/Default.ai,opium
Wild Woman Medicine Show,wwms,shaman infused aromatherapeutics,Vintage,Palmarosa,,,FALSE,,FALSE,file:///C:/Users/wildw/WWMS/Product Data/Assets/Vintage/Default.ai,palmarosa
Wild Woman Medicine Show,wwms,shaman infused aromatherapeutics,Vintage,Palo Santo,,,FALSE,,FALSE,file:///C:/Users/wildw/WWMS/Product Data/Assets/Vintage/Default.ai,palo santo
Wild Woman Medicine Show,wwms,shaman infused aromatherapeutics,Vintage,Patchouli,,,FALSE,,FALSE,file:///C:/Users/wildw/WWMS/Product Data/Assets/Vintage/Default.ai,patchouli
Wild Woman Medicine Show,wwms,shaman infused aromatherapeutics,Vintage,Patchouli Light,,,FALSE,,FALSE,file:///C:/Users/wildw/WWMS/Product Data/Assets/Vintage/Default.ai,patchouli light
Wild Woman Medicine Show,wwms,shaman infused aromatherapeutics,Vintage,Peach,,,FALSE,,FALSE,file:///C:/Users/wildw/WWMS/Product Data/Assets/Vintage/Default.ai,peach
Wild Woman Medicine Show,wwms,shaman infused aromatherapeutics,Vintage,Peaches & Cream,,,FALSE,,FALSE,file:///C:/Users/wildw/WWMS/Product Data/Assets/Vintage/Default.ai,peaches & cream
Wild Woman Medicine Show,wwms,shaman infused aromatherapeutics,Vintage,Pennyroyal,,,FALSE,,FALSE,file:///C:/Users/wildw/WWMS/Product Data/Assets/Vintage/Default.ai,pennyroyal
Wild Woman Medicine Show,wwms,shaman infused aromatherapeutics,Vintage,Peppermint,,,FALSE,,FALSE,file:///C:/Users/wildw/WWMS/Product Data/Assets/Vintage/Default.ai,peppermint
Wild Woman Medicine Show,wwms,shaman infused aromatherapeutics,Vintage,Pine Scotch,,,FALSE,,FALSE,file:///C:/Users/wildw/WWMS/Product Data/Assets/Vintage/Default.ai,pine scotch
Wild Woman Medicine Show,wwms,shaman infused aromatherapeutics,Vintage,Plumeria,,,FALSE,,FALSE,file:///C:/Users/wildw/WWMS/Product Data/Assets/Vintage/Default.ai,plumeria
Wild Woman Medicine Show,wwms,shaman infused aromatherapeutics,Vintage,Pomegranate,,,FALSE,,FALSE,file:///C:/Users/wildw/WWMS/Product Data/Assets/Vintage/Default.ai,pomegranate
Wild Woman Medicine Show,wwms,shaman infused aromatherapeutics,Vintage,Pumpkin Pie,,,FALSE,,FALSE,file:///C:/Users/wildw/WWMS/Product Data/Assets/Vintage/Default.ai,pumpkin pie
Wild Woman Medicine Show,wwms,shaman infused aromatherapeutics,Vintage,Raspberry,,,FALSE,,FALSE,file:///C:/Users/wildw/WWMS/Product Data/Assets/Vintage/Default.ai,raspberry
Wild Woman Medicine Show,wwms,shaman infused aromatherapeutics,Vintage,Red Currant and Thyme,,,FALSE,,FALSE,file:///C:/Users/wildw/WWMS/Product Data/Assets/Vintage/Default.ai,red currant and thyme
Wild Woman Medicine Show,wwms,shaman infused aromatherapeutics,Vintage,Red Rose,,,FALSE,,FALSE,file:///C:/Users/wildw/WWMS/Product Data/Assets/Vintage/Default.ai,red rose
Wild Woman Medicine Show,wwms,shaman infused aromatherapeutics,Vintage,Remembering,,,FALSE,,FALSE,file:///C:/Users/wildw/WWMS/Product Data/Assets/Vintage/Default.ai,remembering
Wild Woman Medicine Show,wwms,shaman infused aromatherapeutics,Vintage,Rose,,,FALSE,,FALSE,file:///C:/Users/wildw/WWMS/Product Data/Assets/Vintage/Default.ai,rose
Wild Woman Medicine Show,wwms,shaman infused aromatherapeutics,Vintage,Rose Geranium,,,FALSE,,FALSE,file:///C:/Users/wildw/WWMS/Product Data/Assets/Vintage/Default.ai,rose geranium
Wild Woman Medicine Show,wwms,shaman infused aromatherapeutics,Vintage,Rosemary,,,FALSE,,FALSE,file:///C:/Users/wildw/WWMS/Product Data/Assets/Vintage/Default.ai,rosemary
Wild Woman Medicine Show,wwms,shaman infused aromatherapeutics,Vintage,Rosewood,,,FALSE,,FALSE,file:///C:/Users/wildw/WWMS/Product Data/Assets/Vintage/Default.ai,rosewood
Wild Woman Medicine Show,wwms,shaman infused aromatherapeutics,Vintage,Sage,,,FALSE,,FALSE,file:///C:/Users/wildw/WWMS/Product Data/Assets/Vintage/Default.ai,sage
Wild Woman Medicine Show,wwms,shaman infused aromatherapeutics,Vintage,Sandalwood,,,FALSE,,FALSE,file:///C:/Users/wildw/WWMS/Product Data/Assets/Vintage/Default.ai,sandalwood
Wild Woman Medicine Show,wwms,shaman infused aromatherapeutics,Vintage,Spearmint,,,FALSE,,FALSE,file:///C:/Users/wildw/WWMS/Product Data/Assets/Vintage/Default.ai,spearmint
Wild Woman Medicine Show,wwms,shaman infused aromatherapeutics,Vintage,Spring Magnolia,,,FALSE,,FALSE,file:///C:/Users/wildw/WWMS/Product Data/Assets/Vintage/Default.ai,spring magnolia
Wild Woman Medicine Show,wwms,shaman infused aromatherapeutics,Vintage,Sweet Birch,,,FALSE,,FALSE,file:///C:/Users/wildw/WWMS/Product Data/Assets/Vintage/Default.ai,sweet birch
Wild Woman Medicine Show,wwms,shaman infused aromatherapeutics,Vintage,Sweet Orange,,,FALSE,,FALSE,file:///C:/Users/wildw/WWMS/Product Data/Assets/Vintage/Default.ai,sweet orange
Wild Woman Medicine Show,wwms,shaman infused aromatherapeutics,Vintage,Sweet Pea,,,FALSE,,FALSE,file:///C:/Users/wildw/WWMS/Product Data/Assets/Vintage/Default.ai,sweet pea
Wild Woman Medicine Show,wwms,shaman infused aromatherapeutics,Vintage,Sweetgrass,,,FALSE,,FALSE,file:///C:/Users/wildw/WWMS/Product Data/Assets/Vintage/Default.ai,sweetgrass
Wild Woman Medicine Show,wwms,shaman infused aromatherapeutics,Vintage,Tea Tree,,,FALSE,,FALSE,file:///C:/Users/wildw/WWMS/Product Data/Assets/Vintage/Default.ai,tea tree
Wild Woman Medicine Show,wwms,shaman infused aromatherapeutics,Vintage,Temptation,,,FALSE,,FALSE,file:///C:/Users/wildw/WWMS/Product Data/Assets/Vintage/Default.ai,temptation
Wild Woman Medicine Show,wwms,shaman infused aromatherapeutics,Vintage,Vanilla,,,FALSE,,FALSE,file:///C:/Users/wildw/WWMS/Product Data/Assets/Vintage/Default.ai,vanilla
Wild Woman Medicine Show,wwms,shaman infused aromatherapeutics,Vintage,Vetiver,,,FALSE,,FALSE,file:///C:/Users/wildw/WWMS/Product Data/Assets/Vintage/Default.ai,vetiver
Wild Woman Medicine Show,wwms,shaman infused aromatherapeutics,Vintage,Violet,,,FALSE,,FALSE,file:///C:/Users/wildw/WWMS/Product Data/Assets/Vintage/Default.ai,violet
Wild Woman Medicine Show,wwms,shaman infused aromatherapeutics,Vintage,Water Crystal,,,FALSE,,FALSE,file:///C:/Users/wildw/WWMS/Product Data/Assets/Vintage/Default.ai,water crystal
Wild Woman Medicine Show,wwms,shaman infused aromatherapeutics,Vintage,White Rose,,,FALSE,,FALSE,file:///C:/Users/wildw/WWMS/Product Data/Assets/Vintage/Default.ai,white rose
Wild Woman Medicine Show,wwms,shaman infused aromatherapeutics,Vintage,White Tea and Ginger,,,FALSE,,FALSE,file:///C:/Users/wildw/WWMS/Product Data/Assets/Vintage/Default.ai,white tea and ginger
Wild Woman Medicine Show,wwms,shaman infused aromatherapeutics,Vintage,Wild Rose,,,FALSE,,FALSE,file:///C:/Users/wildw/WWMS/Product Data/Assets/Vintage/Default.ai,wild rose
Wild Woman Medicine Show,wwms,shaman infused aromatherapeutics,Vintage,Winter,,,FALSE,,FALSE,file:///C:/Users/wildw/WWMS/Product Data/Assets/Vintage/Default.ai,winter
Wild Woman Medicine Show,wwms,shaman infused aromatherapeutics,Vintage,Wintergreen,,,FALSE,,FALSE,file:///C:/Users/wildw/WWMS/Product Data/Assets/Vintage/Default.ai,wintergreen
Wild Woman Medicine Show,wwms,shaman infused aromatherapeutics,Vintage,Wormwood,,,FALSE,,FALSE,file:///C:/Users/wildw/WWMS/Product Data/Assets/Vintage/Default.ai,wormwood
Wild Woman Medicine Show,wwms,shaman infused aromatherapeutics,Vintage,Yarrow,,,FALSE,,FALSE,file:///C:/Users/wildw/WWMS/Product Data/Assets/Vintage/Default.ai,yarrow
Wild Woman Medicine Show,wwms,shaman infused aromatherapeutics,Vintage,Ylang Ylang,,,FALSE,,FALSE,file:///C:/Users/wildw/WWMS/Product Data/Assets/Vintage/Default.ai,ylang ylang
