Brand,Brand_Short,Brand_Subtitle,Line,Title,Description,Subtitle_1,#Subtitle_1_Visible,Subtitle_2,#Subtitle_2_Visible,@Image,Oils
Wild Woman Medicine Show,wwms,shaman infused aromatherapeutics,Florida Water,Florida Water,"Traditionally known as a Spiritual, Ceremonial blend, Florida Water is often used for purification, protection and cleansing the body, home and work space. As a bath, use to encourage strength and committment to your chosen path. Apply during the day as a mist to clear old energy and release attachments.",,FALSE,,FALSE,,"rose, clove, and bergamot"
