Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
traditional-master-zing-bath-treatment,,,,,,,,250g,,,,,Traditional - Master Zing - Bath Treatment - 250g,250,,0,deny,manual,12,,true,true,,,,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1773/1117/files/WWMS_-_Bath_Treatment_-_250g_-_Traditional_-_Master_Zing_-_Front.png,g,,,active
traditional-master-zing-bath-treatment,,,,,,,,1kg,,,,,Traditional - Master Zing - Bath Treatment - 1kg,1000,,0,deny,manual,30,,true,true,,,,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1773/1117/files/WWMS_-_Bath_Treatment_-_1kg_-_Traditional_-_Master_Zing_-_Front.png,g,,,active
traditional-love-letters-bath-treatment,Traditional - Love Letters - Bath Treatment,,Wild Woman Medicine Show,product,"Line: Traditional, Type: Bath Treatment, Scent: Love Letters",true,Size,100g,,,,,Traditional - Love Letters - Bath Treatment - 100g,100,,0,deny,manual,6,,true,true,,https://cdn.shopify.com/s/files/1/1773/1117/files/WWMS_-_Bath_Treatment_-_100g_-_Traditional_-_Love_Letters_-_Front.png,1,Traditional - Love Letters - Bath Treatment,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1773/1117/files/WWMS_-_Bath_Treatment_-_100g_-_Traditional_-_Love_Letters_-_Front.png,g,,,active
traditional-love-letters-bath-treatment,,,,,,,,250g,,,,,Traditional - Love Letters - Bath Treatment - 250g,250,,0,deny,manual,12,,true,true,,,,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1773/1117/files/WWMS_-_Bath_Treatment_-_250g_-_Traditional_-_Love_Letters_-_Front.png,g,,,active
traditional-love-letters-bath-treatment,,,,,,,,1kg,,,,,Traditional - Love Letters - Bath Treatment - 1kg,1000,,0,deny,manual,30,,true,true,,,,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1773/1117/files/WWMS_-_Bath_Treatment_-_1kg_-_Traditional_-_Love_Letters_-_Front.png,g,,,active
traditional-lavender-bath-treatment,Traditional - Lavender - Bath Treatment,,Wild Woman Medicine Show,product,"Line: Traditional, Type: Bath Treatment, Scent: Lavender",true,Size,100g,,,,,Traditional - Lavender - Bath Treatment - 100g,100,,0,deny,manual,6,,true,true,,https://cdn.shopify.com/s/files/1/1773/1117/files/WWMS_-_Bath_Treatment_-_100g_-_Traditional_-_Lavender_-_Front.png,1,Traditional - Lavender - Bath Treatment,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1773/1117/files/WWMS_-_Bath_Treatment_-_100g_-_Traditional_-_Lavender_-_Front.png,g,,,active
traditional-lavender-bath-treatment,,,,,,,,250g,,,,,Traditional - Lavender - Bath Treatment - 250g,250,,0,deny,manual,12,,true,true,,,,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1773/1117/files/WWMS_-_Bath_Treatment_-_250g_-_Traditional_-_Lavender_-_Front.png,g,,,active
traditional-lavender-bath-treatment,,,,,,,,1kg,,,,,Traditional - Lavender - Bath Treatment - 1kg,1000,,0,deny,manual,30,,true,true,,,,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1773/1117/files/WWMS_-_Bath_Treatment_-_1kg_-_Traditional_-_Lavender_-_Front.png,g,,,active
traditional-earth-bath-treatment,Traditional - Earth - Bath Treatment,,Wild Woman Medicine Show,product,"Line: Traditional, Type: Bath Treatment, Scent: Earth",true,Size,100g,,,,,Traditional - Earth - Bath Treatment - 100g,100,,0,deny,manual,6,,true,true,,https://cdn.shopify.com/s/files/1/1773/1117/files/WWMS_-_Bath_Treatment_-_100g_-_Traditional_-_Earth_-_Front.png,1,Traditional - Earth - Bath Treatment,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1773/1117/files/WWMS_-_Bath_Treatment_-_100g_-_Traditional_-_Earth_-_Front.png,g,,,active
traditional-earth-bath-treatment,,,,,,,,250g,,,,,Traditional - Earth - Bath Treatment - 250g,250,,0,deny,manual,12,,true,true,,,,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1773/1117/files/WWMS_-_Bath_Treatment_-_250g_-_Traditional_-_Earth_-_Front.png,g,,,active
traditional-earth-bath-treatment,,,,,,,,1kg,,,,,Traditional - Earth - Bath Treatment - 1kg,1000,,0,deny,manual,30,,true,true,,,,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1773/1117/files/WWMS_-_Bath_Treatment_-_1kg_-_Traditional_-_Earth_-_Front.png,g,,,active
traditional-dreamtime-bath-treatment,Traditional - Dreamtime - Bath Treatment,,Wild Woman Medicine Show,product,"Line: Traditional, Type: Bath Treatment, Scent: Dreamtime",true,Size,100g,,,,,Traditional - Dreamtime - Bath Treatment - 100g,100,,0,deny,manual,6,,true,true,,https://cdn.shopify.com/s/files/1/1773/1117/files/WWMS_-_Bath_Treatment_-_100g_-_Traditional_-_Dreamtime_-_Front.png,1,Traditional - Dreamtime - Bath Treatment,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1773/1117/files/WWMS_-_Bath_Treatment_-_100g_-_Traditional_-_Dreamtime_-_Front.png,g,,,active
traditional-dreamtime-bath-treatment,,,,,,,,250g,,,,,Traditional - Dreamtime - Bath Treatment - 250g,250,,0,deny,manual,12,,true,true,,,,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1773/1117/files/WWMS_-_Bath_Treatment_-_250g_-_Traditional_-_Dreamtime_-_Front.png,g,,,active
traditional-dreamtime-bath-treatment,,,,,,,,1kg,,,,,Traditional - Dreamtime - Bath Treatment - 1kg,1000,,0,deny,manual,30,,true,true,,,,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1773/1117/files/WWMS_-_Bath_Treatment_-_1kg_-_Traditional_-_Dreamtime_-_Front.png,g,,,active
traditional-detox-bath-treatment,Traditional - Detox - Bath Treatment,,Wild Woman Medicine Show,product,"Line: Traditional, Type: Bath Treatment, Scent: Detox",false,Size,100g,,,,,Traditional - Detox - Bath Treatment - 100g,100,,0,deny,manual,6,,true,true,,https://cdn.shopify.com/s/files/1/1773/1117/files/WWMS_-_Bath_Treatment_-_100g_-_Traditional_-_Detox_-_Front.png,1,Traditional - Detox - Bath Treatment,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1773/1117/files/WWMS_-_Bath_Treatment_-_100g_-_Traditional_-_Detox_-_Front.png,g,,,active
traditional-detox-bath-treatment,,,,,,,,250g,,,,,Traditional - Detox - Bath Treatment - 250g,250,,0,deny,manual,13,,true,true,,,,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1773/1117/files/WWMS_-_Bath_Treatment_-_250g_-_Traditional_-_Detox_-_Front.png,g,,,active
traditional-detox-bath-treatment,,,,,,,,1kg,,,,,Traditional - Detox - Bath Treatment - 1kg,1000,,0,deny,manual,30,,true,true,,,,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1773/1117/files/WWMS_-_Bath_Treatment_-_1kg_-_Traditional_-_Detox_-_Front.png,g,,,active
traditional-bliss-bath-treatment,Traditional - Bliss - Bath Treatment,,Wild Woman Medicine Show,product,"Line: Traditional, Type: Bath Treatment, Scent: Bliss",true,Size,100g,,,,,Traditional - Bliss - Bath Treatment - 100g,100,,0,deny,manual,6,,true,true,,https://cdn.shopify.com/s/files/1/1773/1117/files/WWMS_-_Bath_Treatment_-_100g_-_Traditional_-_Bliss_-_Front.png,1,Traditional - Bliss - Bath Treatment,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1773/1117/files/WWMS_-_Bath_Treatment_-_100g_-_Traditional_-_Bliss_-_Front.png,g,,,active
