Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
vintage-hard-candy-bath-treatment,Vintage - Hard Candy - Bath Treatment,,Wild Woman Medicine Show,product,"Line: Vintage, Type: Bath Treatment, Scent: Hard Candy",true,Size,50g,,,,,Vintage - Hard Candy - Bath Treatment - 50g,50,,0,deny,manual,3,,true,true,,https://cdn.shopify.com/s/files/1/1773/1117/files/Coming_Soon.png,1,Vintage - Hard Candy - Bath Treatment,false,,,,,,,,,,,,,,,,,g,,,active
vintage-hard-candy-bath-treatment,,,,,,,,100g,,,,,Vintage - Hard Candy - Bath Treatment - 100g,100,,0,deny,manual,6,,true,true,,,,,false,,,,,,,,,,,,,,,,,g,,,active
vintage-hard-candy-bath-treatment,,,,,,,,250g,,,,,Vintage - Hard Candy - Bath Treatment - 250g,250,,0,deny,manual,12,,true,true,,,,,false,,,,,,,,,,,,,,,,,g,,,active
vintage-honey-bath-treatment,Vintage - Honey - Bath Treatment,,Wild Woman Medicine Show,product,"Line: Vintage, Type: Bath Treatment, Scent: Honey",true,Size,50g,,,,,Vintage - Honey - Bath Treatment - 50g,50,,0,deny,manual,3,,true,true,,https://cdn.shopify.com/s/files/1/1773/1117/files/Coming_Soon.png,1,Vintage - Honey - Bath Treatment,false,,,,,,,,,,,,,,,,,g,,,active
vintage-honey-bath-treatment,,,,,,,,100g,,,,,Vintage - Honey - Bath Treatment - 100g,100,,0,deny,manual,6,,true,true,,,,,false,,,,,,,,,,,,,,,,,g,,,active
vintage-honey-bath-treatment,,,,,,,,250g,,,,,Vintage - Honey - Bath Treatment - 250g,250,,0,deny,manual,12,,true,true,,,,,false,,,,,,,,,,,,,,,,,g,,,active
vintage-honeysuckle-bath-treatment,Vintage - Honeysuckle - Bath Treatment,,Wild Woman Medicine Show,product,"Line: Vintage, Type: Bath Treatment, Scent: Honeysuckle",true,Size,50g,,,,,Vintage - Honeysuckle - Bath Treatment - 50g,50,,0,deny,manual,3,,true,true,,https://cdn.shopify.com/s/files/1/1773/1117/files/Coming_Soon.png,1,Vintage - Honeysuckle - Bath Treatment,false,,,,,,,,,,,,,,,,,g,,,active
vintage-honeysuckle-bath-treatment,,,,,,,,100g,,,,,Vintage - Honeysuckle - Bath Treatment - 100g,100,,0,deny,manual,6,,true,true,,,,,false,,,,,,,,,,,,,,,,,g,,,active
vintage-honeysuckle-bath-treatment,,,,,,,,250g,,,,,Vintage - Honeysuckle - Bath Treatment - 250g,250,,0,deny,manual,12,,true,true,,,,,false,,,,,,,,,,,,,,,,,g,,,active
vintage-huckleberry-bath-treatment,Vintage - Huckleberry - Bath Treatment,,Wild Woman Medicine Show,product,"Line: Vintage, Type: Bath Treatment, Scent: Huckleberry",true,Size,50g,,,,,Vintage - Huckleberry - Bath Treatment - 50g,50,,0,deny,manual,3,,true,true,,https://cdn.shopify.com/s/files/1/1773/1117/files/Coming_Soon.png,1,Vintage - Huckleberry - Bath Treatment,false,,,,,,,,,,,,,,,,,g,,,active
